receptor,gauss_1,gauss_2,repulsion,hydrophobic,hydrogen_bonding,tors,exp_binding_affinity
4ibi,79.4945,1321.71,2.3564,61.2233,2,2.4,4.14
4ibj,78.978,1346.63,2.20982,70.3128,2.28211,2.7,4.33
4ibk,67.8614,1137.44,1.59698,46.3971,1.95698,2.2,4.3
4idn,155.649,2222.38,10.6212,0,14.28,2.9,5.24
4ido,134.137,1895.43,7.81169,0,12.5229,2.5,4.93
4ieh,160.279,2434.82,2.74834,82.1009,1.28804,4.2,7.85
4igt,102.629,1063.02,5.46495,15.0868,10.3455,2.6,7.89
4ih3,51.2587,825.636,7.83549,8.61042,2.21836,1.4,4.82
4ih6,64.0315,1185.08,1.82861,33.7148,2,1.8,4.74
4iic,63.6144,704.206,5.19215,5.02716,7.7882,1.5,4.85
4iid,70.1588,766.543,5.2725,0,7.26307,1.6,5.62
4iie,59.5976,848.038,10.0384,0.669429,8.15026,1.4,2.34
4iif,70.9311,902.814,5.91458,6.05933,7.85558,1.4,5.18
4ij1,74.3562,1132.12,3.41348,41.0186,3.13207,1.8,5.4
4ijh,93.3972,846.861,4.31742,20.4889,5.16196,1.7,4.33
4in9,89.1495,1502.51,2.93652,43.4506,4.03366,3.4,4.97
4io2,74.3375,671.994,4.65324,11.4515,8.50641,1.9,6.7
4io3,65.2184,602.281,4.75535,7,8.4658,1.7,6.06
4io4,56.5338,477.348,3.74219,0,7.60802,1.6,4.61
4io5,49.9503,396.298,3.3735,6.80039,6.55735,1.3,5.03
4io6,70.3101,614,3.83839,6.62817,6.55567,1.9,4.82
4io7,75.4159,814.979,3.93851,23.3887,6.34736,1.7,3.68
4ipi,36.1393,633.292,2.91915,4.29667,5.47707,1.7,5.32
4ipj,39.5253,600.151,4.39802,0.820982,7.13773,1.7,4.87
4ipn,78.3076,1363.67,5.75184,0,6.91946,2.9,3.39
4ish,144.485,1628.66,3.21646,35.7302,5.3221,2.2,8.72
4isi,124.561,1629.25,3.83216,21.0026,5.62087,2.5,8.14
4isu,64.5888,928.388,5.85288,5.08621,7.7227,1.6,3.68
4itp,54.2526,949.716,1.32824,36.4565,1.93897,2.1,7.27
4iue,101.496,1309.47,3.88981,91.87,2.81435,1.2,6.55
4iuo,64.2833,895.101,4.29356,11.9682,7.83292,1.6,3.64
4iva,75.8956,1340.54,1.48599,25.275,1.00283,1.5,7.16
4iwz,69.052,915.799,2.67319,21.2495,4.18722,1.9,7.29
4j22,110.387,1494.94,3.88467,96.3394,2.79559,2,7.74
4j44,63.909,910.421,2.74613,29.231,5.42369,3.1,5.73
4j45,59.3834,873.95,3.29842,20.4558,5.70694,2.8,5.77
4j46,73.8349,1005.52,3.6307,28.6095,6.09568,2.9,5.28
4j47,71.0078,1058.44,5.182,24.5402,6.16022,3.2,4.92
4j48,66.1929,985.222,3.14392,25.1331,4.16167,4.1,5.62
4j74,52.6548,809.718,0.498764,49.5794,0,1.4,4.59
4j7d,79.7286,1241.42,0.528227,69.3633,0,2.2,4.7
4j7e,65.678,1157.73,1.47669,46.9536,0,2.2,4.85
4j93,75.2474,947.593,1.58872,46.1737,1.90423,1.4,4.7
4jal,115.47,1570.58,4.45392,2.5412,4.4507,2.7,4.6
4jc1,52.6392,610.114,3.39272,0,6.83779,2.6,4.3
4je7,97.4195,1412.88,7.15364,33.3478,8.88101,3.4,6.4
4je8,70.7602,1058.49,3.86459,3.47223,5.61554,3,5.21
4jfk,135.382,1597.13,6.46019,56.6888,1.34349,2.6,6.44
4jfm,80.7478,1293.22,1.91937,48.4464,1.23066,3,5.48
4jh0,86.3366,1150.63,6.40901,32.3232,4.52618,1.9,9.03
4jkw,49.2703,592.6,2.41378,24.288,1.84301,2.2,4.16
4jn2,141.343,1618.08,5.4457,58.0601,3.83334,2.9,11.68
4jne,149.78,1816.43,9.55096,0,15.2082,2.8,5.86
4jpx,74.0074,756.261,2.08009,40.6745,3.39746,1.7,5.15
4jpy,76.6752,757.122,2.54317,41.0111,3.84369,1.7,4.43
4jsa,37.3898,603.034,1.07061,21.4002,1.91749,1.3,4.96
4jss,32.186,518.404,1.38126,7.57935,0.962766,1.1,3.3
4jv6,72.46,1197.15,1.95874,86.3932,0,1.4,6.66
4jv8,70.0978,1287.99,1.83976,61.6458,0,1.2,5.85
4jwk,58.2914,801.849,4.92788,2.93083,3.9455,1.7,8.32
4jx9,39.6476,688.764,3.38481,3.10501,4.49276,1.7,8.62
4jyb,129.635,1302.97,6.49595,0,12.1511,2.9,6.96
4jyc,116.353,1071.49,5.8669,0,10.5129,2.5,6.7
4jym,67.7562,699.458,1.65682,41.2666,0,1,5.04
4jyt,126.201,1856.75,7.47453,28.9067,6.23418,3,7.4
4jz1,151.72,1860.3,7.00232,48.786,7.86448,3,6.7
4jzi,114.934,1707.81,6.1501,23.9485,6.51852,2.9,7.4
4k0o,60.8504,930.522,2.71107,0.681071,5.57262,2.8,3
4k0y,70.0673,1474.85,1.34361,55.3488,1,1.7,7.82
4k3h,129.098,1659.52,1.82075,102.606,0,2.1,6.85
4k3n,55.8903,1045.2,4.25245,12.2338,3.65839,1.7,7.96
4k4j,78.3377,1472.7,1.9207,99.9312,2.38785,1.8,6.12
4k55,53.2618,575.846,5.27065,9.68651,3.09825,2.5,5.51
4k5p,70.9146,995.805,7.90131,28.882,4.98641,1.8,3.46
4k6i,85.1919,1666.72,2.29856,121.252,1.73744,1.6,6.2
4k7i,27.5324,389.694,1.23368,13.4448,2.08736,1.2,2.82
4k7n,30.4533,470.654,0.999544,18.5352,2.46268,1.2,3.48
4k7o,48.7426,569.603,5.20471,28.5506,3.73416,1.4,4.3
4k9y,138.746,2085.98,3.51665,71.963,3.60833,2.1,6.95
4kao,113.931,1730.84,3.43253,69.5343,2.55107,2,6.11
4kax,157.475,1677.45,8.96314,0,15.2346,2.8,4.77
4kb9,125.631,2209.21,5.83522,69.7687,4.45824,3.7,11
4kcx,63.2759,1030.41,0.847266,35.9072,0.25613,2.6,4.43
4keq,75.6878,805.665,3.25703,28.1823,1.55356,1.1,3.82
4kfq,87.8656,821.634,5.14106,26.5476,4.14198,1.1,8.23
4kif,50.8556,739.241,3.93665,41.8952,4.45416,1.6,4.84
4kiu,120.371,1561.39,5.72624,34.0735,6.15026,2.2,3.85
4km0,76.2497,833.858,2.21601,42.9201,3.35867,1.6,6.04
4km2,84.7117,989.972,2.4802,22.5906,3.35487,2.1,5.84
4kmz,167.011,1852.46,7.74178,30.3615,8.83926,2.9,8.57
4kn0,143.508,1887.36,6.44419,31.3904,6.82233,2.9,7.4
4kn1,151.612,1838.26,6.28396,34.2099,6.18495,3,6.84
4kni,79.6267,1142.57,3.51311,45.499,2.29659,2.1,7.78
4knj,68.2094,1064.99,2.40184,29.6138,1.9505,2.1,7.95
4knm,65.7306,1113.04,2.82555,36.0232,2.18807,2.1,8
4knn,75.1239,1056.31,5.71087,25.6222,2.21739,2.1,7.78
4ko8,147.122,1710.33,8.13929,0,10.3626,2.9,7.15
4kow,112.251,1435.71,2.29527,19.2328,4.26614,2.6,4.31
4kp5,68.3865,1096.07,1.49175,25.9814,2.14095,2.1,6.08
4kp8,55.9459,970.293,2.96386,20.3226,3.38864,2.1,5.48
4kqp,83.8418,718.49,4.98664,15.4286,9.0274,1.9,6.05
4ks1,83.8004,1104.56,4.75912,20.2963,6.64155,2.3,8.82
4ks4,95.4679,1477.73,6.97,28.0945,5.67716,2.9,7.14
4ksy,165.643,2603.07,8.73678,0,3.88564,1.8,8.42
4kwf,93.6647,1194.66,4.89462,83.8374,1.06916,1.4,4.82
4kwg,66.5443,884.943,7.34091,44.9387,1.64789,1,6
4kwo,135.189,1662.14,6.43074,23.8688,8.1978,2.4,6.45
4kx8,94.8755,1595.25,9.25886,22.6898,7.96991,4,7.13
4kxb,100.085,1298.88,5.26054,48.4618,6.57876,2.8,4.12
4kxn,125.804,1600.61,6.69853,6.57953,6.96893,2.4,6.1
4kyh,50.3506,944.553,1.40825,39.8016,2.88306,2,5.92
4kyk,58.0262,1070.56,1.1476,40.4965,2.0271,1.8,4.74
4kz3,55.6191,588.868,1.90139,10.6557,3.47139,1.5,2.77
4kz4,65.0615,883.177,4.43724,29.196,4.18496,2,4.15
4kz7,38.1052,763.181,1.88866,13.9532,2.97335,1.2,2.49
4kzb,43.1683,775.268,2.53709,6.0653,3.76266,1.8,2.89
4l19,88.2872,1212.16,2.31822,39.3807,1.05298,1.6,6.1
4l2l,98.8006,1413.8,4.65676,96.5315,2,1.7,5.7
4l4v,120.117,1491.58,5.19759,7.32103,6.90309,2.5,5.78
4l4z,62.1747,912.64,3.78512,6.89203,6.76809,2.3,5.68
4l50,83.1656,1125.25,4.52393,36.9416,6.31316,2.7,6.06
4l51,66.1189,908.087,4.59399,0,7.29401,1.9,3
4l6t,99.0972,1548.77,3.45986,8.08611,6.57527,6.2,7.49
4l9i,63.873,1290.85,1.96099,25.995,1.47335,1.8,4.89
4lar,52.7835,715.339,1.0989,74.8998,0.478333,1.5,4.68
4lbu,144.805,1783.16,6.84831,24.4537,10.1015,2.4,6.56
4lch,100.611,1825.32,5.77914,68.7285,7.59783,3,10.62
4leq,136.877,1715.23,7.82307,24.539,10.2517,2.3,6.54
4lhm,75.4179,939.215,2.4272,14.1082,3.3687,2,3.39
4lhv,139.054,1232.67,6.04041,0,11.099,2.5,10
4lj5,88.7578,1364.31,4.08066,0,5.39185,2.4,6.29
4lj8,102.205,1437.3,6.01871,0,7.94695,2.4,5.82
4ljh,56.4647,870.544,3.39961,5.4154,5.68359,2,4.71
4lk7,57.5045,916.405,2.88533,5.16948,5.37395,2.1,5.04
4lkk,64.1062,1069.99,4.87961,8.30143,8.13883,3.4,5.92
4lko,75.7604,1086.18,3.59324,29.5325,3.49362,2.1,8.22
4lkq,46.4788,541.654,1.71717,9.0798,1,1.2,3.35
4ll3,111.269,2089.43,7.57948,47.1165,5.54412,3.6,11.57
4llj,46.324,585.86,0.358436,39.0038,0.61916,1.2,3.42
4llk,49.58,678.414,0.975486,35.9519,0,1,3
4llp,23.3855,452.471,0.869533,34.0572,1,1.2,4.8
4lm0,39.0669,514.542,0.74305,26.858,0,1.2,3.25
4lm1,51.5067,688.852,1.27608,43.7519,0,1.2,3.23
4lm2,43.4818,651.754,1.58345,24.2694,2.1259,1.3,3.03
4lm3,46.2975,710.296,1.15607,27.9758,1.70765,1.2,2.92
4lm4,46.1877,629.756,0.976617,29.5117,0.0409276,1.1,3.04
4loh,174.715,2542.98,5.76835,0,4.01604,1.6,6.96
4loi,171.102,2513.94,7.47533,0,5.71766,1.7,6.77
4loo,78.4052,1478.05,1.27447,40.3166,0.934087,1.3,8.15
4lov,70.088,977.458,4.89885,16.9573,8.3721,2.8,7.77
4loy,131.128,1864.34,2.44796,39.7221,2.27696,2.6,8.09
4lps,116.517,1107.94,7.31528,0,12.4757,2.5,5.74
4lrr,78.3695,1306.57,9.15693,33.7526,4.22652,1.8,5.22
4luz,97.4073,1318.59,3.27657,48.5618,2.83872,2.6,4.7
4lvt,156.627,2691.43,1.92623,93.0666,0.834979,4.4,10.36
4lw1,43.5369,588.996,1.61245,23.5899,3.40242,1.4,3.15
4lxd,133.756,1905.11,1.63061,47.9823,0.870965,3,7.23
4lxz,82.6509,988.649,6.18699,55.0799,5.99504,2.7,6.74
4ly1,137.933,1665.67,7.3101,55.9617,4.10624,1.9,7.26
4ly9,122.177,2234.81,1.86312,41.9105,1.82473,2.5,8.15
4lyw,64.4947,1121.54,0.974793,44.9433,1.63893,2.7,6.63
4lzr,54.573,1075.41,0.892566,41.6642,1.24316,2,4.7
4m0e,105.105,1154.23,2.72669,92.9247,1.64521,1,6.22
4m0f,117.011,2175.74,3.50069,83.7118,1.7245,2,8.77
4m0r,93.9078,1594.82,3.99329,43.0203,4.98816,2.4,5.21
4m12,128.906,1594.81,4.76659,56.6082,5.42879,2,6.05
4m13,138.683,1667.82,4.83556,61.2416,5.73461,2.2,6.7
4m14,62.4017,1128.33,2.63096,18.2878,2.75985,2,6.7
4m2r,63.7557,1156.75,3.36356,12.3735,3.25641,2.5,8.49
4m2u,57.5664,990.595,2.04689,13.8375,2.72695,1.7,8.04
4m2v,55.8273,1105.95,1.70615,10.0881,2.83855,2.5,7.44
4m2w,51.8205,964.925,1.79438,11.5659,2.80653,1.7,7.28
4m3p,30.6932,497.709,1.82784,0,2.91117,1.8,5.4
4m6u,44.8265,519.94,4.99024,0,5.06098,1.5,2.74
4m7j,89.7359,1611.9,6.48796,5.70715,11.5123,5.2,6.11
4m8e,81.8591,1518.56,1.37588,110.3,1.14675,1.8,7.89
4m8h,77.6323,1525.09,1.78739,103.341,1.9279,1.8,7.6
4m8x,140.967,2287.89,8.53299,38.5584,4.27519,5.1,10.2
4m8y,134.438,2277.19,5.25216,39.1122,4.57793,5.1,9.96
4mc1,114.412,2123.81,4.31695,57.6107,4.04602,2.9,7.85
4mc2,117.592,2091.58,3.83921,53.6339,3.67971,2.9,8.19
4mc6,121.508,2045.25,4.33973,74.9673,3.47066,2.7,9.59
4mc9,122.909,2072.29,5.30335,54.154,3.6441,2.9,9.44
4mdn,83.1015,1708.05,0.895888,83.4562,1,2.6,6.22
4mhy,93.383,1009.82,2.4896,23.5777,0.828793,2.7,6.47
4mhz,77.9492,980.763,4.05438,22.0429,0.19625,2.7,6.87
4mjo,109.932,1560.56,4.04355,21.2963,4.50201,2.4,6.22
4mjp,54.2154,905.811,2.52758,40.1437,3.43673,1.6,3.88
4mmm,30.8451,500.982,2.19563,23.6185,2.92468,1.4,3.82
4mmp,79.6675,1293.42,5.0571,10.4601,8.69632,2.5,7.71
4mn3,162.705,1992.29,5.27114,57.4243,7.58725,5.2,5.75
4mnp,73.2535,1282.56,4.18333,9.20507,7.43479,2.5,7.34
4mo4,96.7056,1173.2,5.31318,0,3.77974,2.5,4.22
4mo8,49.6894,886.949,2.94064,7.17766,3.6232,2.1,8
4mpn,65.5589,1188,2.63426,20.2654,2.8664,1.8,6.62
4mr3,51.5629,964.716,2.55358,46.4228,0.829646,1.7,5.94
4mr6,64.7877,1113.27,1.4809,32.1377,1.80709,2.3,6.6
4mre,52.9378,399.613,0.471408,9.15144,0.439335,1.2,2.19
4mrg,60.2929,483.041,0.993806,11.7848,1.87393,1.1,2.96
4msa,56.6808,682.731,1.59947,19.3725,1.03191,1.2,3.3
4mss,63.5962,887.636,6.02291,1.90465,8.26843,1.5,6.4
4muv,118.597,1511.07,5.58452,0,9.43367,1.3,5.76
4myd,70.9033,1158.13,6.30546,23.0243,7.9806,2.1,4.55
4n07,83.3158,957.099,2.27776,11.9949,0.672728,1.2,6.46
4n3l,121.929,1835.93,2.45093,30.889,1.75268,4.2,7
4n5d,94.1837,500.211,2.12022,19.5814,0,1,3.22
4n6g,79.5669,429.856,1.53236,74.9315,0,1.1,5.47
4n6h,88.2859,1490.99,1.48034,73.9136,1.79044,1.6,9.28
4n6z,84.363,1372.22,3.81553,11.996,3,1.8,7.8
4n7m,106.911,741.17,2.95971,60.8149,0,1.2,5.47
4n7u,23.9299,452.321,4.80125,1.82899,6.28183,2.5,6.29
4n8q,45.2572,626.438,2.0736,25.8254,1.14539,1.3,3.42
4n9a,38.8894,655.212,0.424935,27.451,0,1.2,4.19
4n9c,56.9977,844.773,1.98979,13.2064,1,1.2,3.9
4na9,122.555,1622.19,5.28723,27.939,8.04691,2.2,7.39
4nbk,109.206,920.996,1.76825,62.0299,0.712539,1.7,3.87
4nbl,151.381,1122.22,3.46189,56.0872,0.638725,1.9,6.33
4nbn,149.056,1387.83,2.77633,59.2468,2.11062,2.4,4.36
4ncn,192.808,1801.07,11.2792,0,15.2552,2.9,5.67
4ndu,65.1583,620.262,3.00373,0,5.08216,1.8,2.74
4ngm,135.22,2095.69,6.35302,40.2458,10.8388,3.8,10.35
4ngn,85.1545,1566.21,6.74536,16.5114,11.6476,3.6,7.55
4ngp,137.201,2319.13,6.2369,37.0352,11.2259,5.5,7.96
4nh7,95.9666,1761.93,2.07186,75.8552,2.58091,2.1,8.4
4nh8,96.7746,1611.55,1.64518,69.2089,1,1.8,8.52
4nj9,81.0474,1076.78,3.8454,34.3382,5.73402,1.8,6.97
4nja,87.7292,1172.78,4.29311,29.0214,5.83398,1.8,6.22
4nkt,76.035,1315.17,4.05944,4.39963,7.14368,2.9,5.97
4nku,71.1134,1450.88,3.27123,4.33794,5.4789,3.1,4.67
4nl1,29.123,596.785,0.549668,40.2731,0,1.6,3.89
4nnr,88.2492,1584.45,3.37204,64.6432,3.65571,3.3,7.26
4non,91.9233,1002.47,5.90731,0,10.0196,2.5,5.24
4np2,69.1998,635.252,2.49438,13.8514,2.16192,1.4,2.26
4np3,78.5418,686.049,2.4398,11.3615,2.7416,1.5,3.3
4np9,50.5375,804.917,7.12933,0,8.1128,2.5,5.03
4nra,27.9479,687.294,0.702087,21.0801,0.99661,1,4.19
4nuc,81.4441,987.84,2.59635,61.5848,0.679562,2.1,6.04
4nue,81.2759,1039.55,2.13684,55.836,0.65551,2.2,6.82
4nvp,116.164,1448.95,4.8002,11.0304,6.5925,1.4,7.57
4nwc,99.882,1073.05,8.31981,19.4444,10.724,2.7,5.76
4nxu,66.2579,1288.52,4.9472,0,6.84555,2.4,5.54
4nxv,70.4462,1291.72,4.88105,0,6.64278,2.5,5.42
4nyf,69.0336,1168.92,2.44242,40.4546,3.31452,2,7.31
4nze,112.553,1758.68,1.88623,31.5875,0.633708,5.4,6.8
4o04,80.6586,1413.75,1.66282,66.4848,2.03857,1.4,6.16
4o05,95.6824,1745.08,1.93263,74.3988,2.09206,1.6,7.43
4o07,110.267,1746.57,1.79005,83.3499,1.99818,1.6,7.38
4o09,99.2948,1553.5,1.453,82.0106,1.78123,1.6,7.7
4o0a,117.787,1339.82,2.4884,39.3876,3.7519,2.9,6.72
4o0b,103.505,1624.98,1.45505,83.8159,1.79095,1.4,8.3
4o0x,105.841,1600.54,3.27741,43.2402,2.93711,1.8,7.17
4o0y,108.728,1483.02,4.8224,31.555,3.03157,2.2,7.22
4o2b,102.927,1773.91,2.10375,43.6719,0.638508,2,5.74
4o2c,194.815,2885.46,7.93012,74.7022,11.4433,7.1,8
4o2p,112.756,1722.85,4.09013,56.7485,1,2.8,6.7
4o3c,75.3876,629.3,5.24285,7.0026,9.22148,1.7,2.59
4o3f,102.264,1315.06,1.88411,11.3311,0.437721,1.9,5.56
4o61,41.3398,794.753,4.25644,6.56184,5.09524,2.1,4.3
4o6w,153.573,2017.5,6.31918,98.6696,7.5616,6.3,8.52
4o97,111.539,1609.07,3.76013,49.3781,4.28106,3.4,8.52
4o9v,135.751,1735.41,4.63211,46.1002,6.00058,2.9,8
4o9w,92.4453,1308.5,3.54472,21.0736,6.35057,4.8,7.16
4oag,81.5047,1334.64,7.89491,0,7.69708,2.4,6.3
4oak,57.3719,778.214,5.40739,10.5781,7.23014,1.7,4.22
4oc0,139.162,1804.26,7.51792,22.5479,8.64093,3,6.5
4oc1,145.123,1970.94,9.22902,22.1691,8.85515,3.4,6.6
4oc2,149.98,1879.37,5.37103,31.6119,8.79411,3.2,8.28
4oc3,152.69,2096.67,5.71019,31.9563,9.00761,3.4,8.28
4oc5,161.206,2170.57,7.70817,38.034,10.4446,3.3,7.07
4ocq,71.0504,969.965,4.74725,11.2287,7.18536,1.8,4.61
4oct,40.8966,638.276,4.88049,8.88505,5.0572,1.8,5.05
4oeu,58.2022,647.409,5.95762,6.89136,4.77125,1.7,7.66
4og3,89.4939,1277.68,1.64513,34.6609,0.705487,2.7,6.55
4og4,94.301,1303.81,1.7798,38.1471,0.529441,2.7,6.02
4oiv,89.2954,1964.02,2.0284,54.7183,0.267948,2.3,5.08
4oks,91.6583,1414.97,3.05747,33.3997,2.75275,2.6,4.48
4oma,132.586,1452.2,8.58017,17.5601,10.019,2.4,4.17
4omc,159.368,2354.71,7.83762,22.8573,13.4005,5.6,10.78
4omj,97.9739,1950.45,1.3614,170.358,0,5,5.26
4omk,96.6617,1908.31,1.51127,172.467,0,5.2,4.4
4or4,80.5224,1241.65,4.6939,0,6.40066,2.5,4.57
4or6,89.5632,1215.07,7.40495,0,6.69577,2.5,5.31
4ou3,101.282,1513.42,5.49289,1.39862,7.55411,2.9,4.41
4ouj,53.8022,656.229,2.86806,0,5.47837,2.6,2.86
4ovf,55.7272,721.667,1.89003,24.1777,2.0687,1.2,4.13
4ovg,51.7259,781.792,2.52651,22.9662,3.25264,1.6,3.69
4ovh,69.8445,854.932,3.00111,21.9907,3.4104,2,4.85
4owv,38.9045,525.823,1.0839,29.4224,0.547051,1.2,4.35
4ozj,110.319,1562.32,5.50664,0,7.35583,2.4,5.4
4p3h,43.2359,943.497,0.526994,68.7554,0,2.4,6
4p58,80.0635,795.564,2.29894,12.5279,1.95248,1.2,4.6
4p5d,136.227,1887.56,7.71428,27.5585,9.37723,2.2,5.82
4p5z,122.403,2128.68,7.43594,65.811,6.21174,2,7.41
4p6c,76.3184,954.329,7.28676,0,9.68711,2.3,4
4p6w,92.4467,2192.92,2.71416,53.3476,1.48584,2.2,9.15
4p6x,85.5465,1664.53,3.17512,36.7292,3.06539,1.7,7.04
4pb2,60.7535,1017.15,3.35226,7.98281,4.67291,1.7,4.8
4pee,88.4389,917.302,4.70877,32.9201,5.12893,1.6,8.32
4pf5,60.5245,729.265,2.7375,0,5.59622,2.1,5.48
4pft,125.745,1643.95,6.18264,0,9.58958,2.6,8.64
4pfu,86.5545,1427.87,3.51476,0,5.8835,2.6,6.17
4pg9,181.995,2865.9,7.04397,88.6211,9.36485,5.8,7.8
4pge,214.77,3312.41,8.7107,127.268,9.80935,5.8,7.77
4phu,115.285,1724.97,5.48881,90.8893,4.13417,3.2,7.92
4pin,68.2152,829.52,4.3771,3.58375,5.50333,1.8,5.4
4pmm,147.967,2064.13,3.54644,72.328,1.87945,2.6,7.57
4pnu,77.5692,1021.9,3.709,26.0179,4.32121,2.4,4.89
4poh,76.9663,1527.32,1.42078,100.883,1.61056,1.8,8
4poj,79.12,1535.33,1.47954,103.848,2.29491,1.8,8.1
4pop,124.712,1177.96,4.95001,45.4257,1.99144,1.8,8.13
4pow,110.587,1484.17,8.63492,12.6846,12.7048,2.5,6.3
4pox,120.963,1511.31,8.10914,18.4238,11.4981,3.2,5.43
4pp0,111.748,1482.98,7.81224,11.4956,11.2161,2.5,4.4
4pp3,86.961,1548.41,2.24288,105.862,2.51043,1.8,7.82
4pp5,78.6169,1561.39,1.93439,101.46,2.4075,2.2,7.74
4psb,54.4253,1418.29,0.804351,44.5159,1.35344,1.4,4.64
4pum,110.778,1018.59,4.49192,16.6469,6.42274,1.3,6.73
4pv5,33.8922,1101.73,3.07752,35.1374,3.03697,1.3,6.54
4pyx,93.6276,1539.86,3.68471,24.8728,3.43736,2.4,6.14
4pyy,84.1321,1366.89,2.81376,50.524,1.79617,2.4,7.23
4pzv,164.509,2034.15,9.25153,9.83535,8.1159,3.3,5.7
4q08,85.7527,1493.95,3.65022,23.7553,2.78366,2.4,6.3
4q09,80.1174,1475.25,3.30681,24.01,4.79118,2.4,8.17
4q0k,58.9079,1381.82,1.08169,53.514,2.06761,1.4,4.87
4q19,100.244,1480.24,5.94008,35.3287,3.28513,2.6,8.05
4q1w,125.102,2079.58,4.64785,53.0165,5.66459,3.6,11.7
4q1x,126.857,2084.09,4.93985,52.8592,6.10631,3.6,11.15
4q1y,119.445,2052.67,4.38291,46.6653,5.96435,3.6,10.35
4q3t,65.5976,933.394,9.63928,1.49387,9.27591,2.2,6.48
4q3u,53.1638,827.138,5.28471,0.342584,7.96659,2,6.44
4q46,97.1174,1236.77,4.61096,0,4.81386,2.4,3.77
4q4o,118.218,1277.61,5.16763,19.7189,7.79766,1.9,7.46
4q4p,110.109,1093.93,4.11221,22.6294,5.14139,1.8,6.39
4q4q,105.833,996.173,4.05159,17.2064,5.02766,1.6,5.79
4q4r,106.779,1091.96,4.19553,14.7076,6.20954,1.8,6.43
4q4s,104.098,1030.98,4.67286,13.8689,7.6852,1.3,6.95
4q6d,58.9064,949.283,1.5973,29.8102,1.95195,1.7,7.36
4q6e,63.2918,1023.03,1.57614,29.565,1.91439,2.1,6.18
4q7p,34.8172,576.096,1.44381,19.3883,1.39972,1.1,4.32
4q7s,34.4559,547.832,1.96497,16.3637,1.56885,1.1,4.42
4q7v,33.7807,548.619,1.00777,14.966,0.989496,1.1,3.59
4q7w,34.6859,566.457,1.34792,22.957,0.913961,1.1,2.64
4q81,40.4113,613.675,1.92484,19.1102,1.53103,1.1,3.02
4q83,40.5613,784.316,1.6374,25.6548,1.42373,1.3,4.19
4q87,40.2379,675.475,1.74909,24.6468,1.36147,1.3,4.85
4q8x,37.1368,662.084,0.609632,18.9103,1.21559,1.3,3.57
4q8y,53.4846,750.377,1.54612,44.7933,1.37914,1.2,2.64
4q90,27.6774,477.461,0.811085,17.748,0,1.1,2.15
4q93,65.8728,955.258,2.60211,24.6131,2.94768,1.7,4.65
4q99,41.3437,562.181,0.91005,26.4589,0,1.2,6.28
4q9o,99.8062,1592.63,1.56063,96.3323,0.340197,1.8,5.77
4q9y,40.0686,495.571,0.933206,35.6919,0,1.1,5.68
4qb3,64.8254,961.271,1.53739,51.3577,2.78445,2,5.47
4qdk,135.405,1797.91,7.42934,1.30958,8.41141,2.7,5.85
4qem,39.9411,727.756,1.63817,16.4374,2.05885,1.5,7.8
4qer,56.9854,929.765,2.09672,34.1722,2.41913,1.7,7.54
4qev,57.5777,1274.41,0.913133,53.9768,0,1.8,7.66
4qew,65.1041,1329.67,1.46966,67.2307,0,2,7.07
4qf7,71.4149,1140.82,7.31981,66.7495,1.08684,1.5,8.6
4qf8,43.8395,616.269,2.95155,3.77606,2.12485,2.6,7.51
4qf9,89.2109,935.798,7.82247,16.8899,8.88763,1.9,4.43
4qfl,71.1635,1086.47,5.11195,32.3728,7.39669,2.1,5.11
4qfn,67.1008,870.274,5.46247,9.28946,9.21996,2.3,4.12
4qfo,76.8639,1099.67,5.00869,16.0919,7.37084,2.7,4.27
4qfp,71.5452,973.085,6.43024,10.9997,8.08949,2.2,4.23
4qgd,53.5897,784.809,3.27751,38.535,1,2.1,7.43
4qge,90.4851,1406.52,2.32503,32.0432,3.19063,2.1,9.3
4qgi,143.086,2455.07,4.63312,76.7231,6.45633,3.7,3.9
4qhc,65.4707,870.661,7.81231,3.5443,3.81734,1.7,6.7
4qij,187.443,3005.83,7.60689,67.2162,10.3725,5.6,5.54
4qiy,98.335,1779.02,5.7603,60.1128,3.65349,3.1,7.3
4qiz,90.2144,1717.99,9.53911,35.8394,3.62837,3.1,8.15
4qj0,89.7602,1838.87,2.93592,30.998,2.62473,3.1,7.32
4qjm,126.106,1674.17,5.92026,49.8526,1.82313,2.7,8.17
4qjo,79.0982,1582.31,3.75408,21.399,3.05781,2.7,7.4
4qjp,87.8797,1673.29,4.86753,44.2723,2.76411,2.7,8.6
4qjw,83.9955,1459.32,5.06302,18.7397,3.99511,2.6,7.8
4qjx,68.097,1466.78,5.17376,30.378,2.58786,2.6,7.28
4ql1,109.431,1804.79,3.27609,70.5512,1.52274,2.4,7.03
4qlk,146.613,2421.22,7.67947,0,11.8185,4.4,3.24
4qll,145.712,2395.09,7.99552,0,11.9158,4.4,3.38
4qnb,122.276,1689.42,3.26853,69.156,3.27466,2.4,6.59
4qp2,36.9536,675.743,1.40434,15.3598,1.35944,1.1,3.03
4qpd,97.0619,1452.09,3.7187,22.1321,6.28963,2.9,7.82
4qpl,136.477,1654.71,8.30594,0,11.8759,3.1,7.41
4qrh,172.456,1936.28,9.91782,0,16.4623,3.6,5.15
4qsu,24.1273,441.741,0.718155,9.37978,1.38668,1,2
4qsv,32.5657,716.888,1.15879,11.9589,1.46106,1.6,2
