receptor,van_der_Waals,hydrogen_bonding,electrostatic,solvation,tors,exp_binding_affinity
4i7j,-27.2485,0,0,5.084,0,3.32
4i7k,-31.4426,0,4.67424e-05,7.11417,0,3.04
4i7l,-31.899,-4.49567,-0.000927801,23.0899,0.5,3.99
4i7m,-43.5548,-2.05397,0.00163465,18.9905,2.5,4.14
4i7p,-30.1248,-0.0422134,0.00246456,44.5749,0,3.5
4i8n,-74.0094,-21.2856,-0.0254479,122.87,8,4.46
4i8w,-115.148,-25.9499,-0.00530386,150.747,15,10.9
4i8x,-39.1765,-13.3464,-0.0244492,63.9824,2,2.64
4i8z,-112.66,-21.3842,-0.00304033,127.095,13.5,11.05
4i9h,-127.547,-22.3518,-0.0503472,208.046,19,7.17
4i9u,-56.927,-4.50758,-0.028156,63.8799,6,3.86
4ibb,-57.8065,-5.0131,-0.0112964,65.1645,7.5,3.57
4ibc,-61.9215,-5.93675,-0.0307363,65.6498,7,2.98
4ibd,-60.8416,-5.04033,-0.0261452,59.2468,6,3.67
4ibe,-60.5505,-4.10148,-0.0156195,57.8689,6,4.15
4ibf,-62.1654,-8.05963,-0.0428709,61.5703,7,4.43
4ibg,-69.69,-6.28126,-0.0368516,89.1471,7,3.97
4ibi,-71.8021,-5.86945,-0.0366708,86.0312,7,4.14
4ibj,-73.1701,-6.48997,-0.0420382,95.6133,8.5,4.33
4ibk,-67.3642,-8.41956,-0.0298525,73.4094,6,4.3
4idn,-126.22,-63.5526,-0.120076,311.761,9.5,5.24
4ido,-104.933,-51.8907,-0.0911432,260.303,7.5,4.93
4ieh,-136.23,-11.1214,-0.020961,140.571,16,7.85
4igt,-70.2152,-38.8273,-0.0665249,138.768,8,7.89
4ih3,-48.2412,-11.0582,-0.0214944,98.0221,2,4.82
4ih6,-59.0437,-8.52658,-0.00331083,60.3317,4,4.74
4iic,-45.9179,-36.1885,-0.0545232,101.674,2.5,4.85
4iid,-47.3558,-26.8336,-0.0346695,120.513,3,5.62
4iie,-51.9351,-28.5116,-0.0382097,117.579,2,2.34
4iif,-54.4532,-30.474,-0.0342399,118.984,2,5.18
4ij1,-62.335,-9.76273,-0.0485728,89.4569,4,5.4
4ijh,-62.1074,-13.6907,-0.0399036,71.0205,3.5,4.33
4in9,-84.4998,-20.2442,-0.0299018,127.617,12,4.97
4io2,-47.4183,-38.541,-0.0709833,111.809,4.5,6.7
4io3,-42.3377,-37.1686,-0.0733452,110.453,3.5,6.06
4io4,-36.1324,-32.705,-0.0520983,95.4416,3,4.61
4io5,-31.4966,-29.6745,-0.0590982,74.6604,1.5,5.03
4io6,-46.1223,-31.011,-0.0591383,84.7895,4.5,4.82
4io7,-54.4465,-30.7828,-0.0602648,91.9595,3.5,3.68
4ipi,-33.119,-13.2653,-0.0128066,99.1681,3.5,5.32
4ipj,-33.0921,-21.1136,-0.0190416,97.9939,3.5,4.87
4ipn,-74.3431,-28.6256,0.00119195,188.176,9.5,3.39
4ish,-103.672,-27.7055,-0.0269067,152.648,6,8.72
4isi,-104.125,-30.5515,-0.00833062,137.641,7.5,8.14
4isu,-50.1847,-30.6653,-0.0715182,124.561,3,3.68
4itp,-53.0368,-9.14846,0.000220552,65.3754,5.5,7.27
4iue,-79.4253,-10.7249,-0.00432819,64.476,1,6.55
4iuo,-51.6346,-26.832,-0.015996,113.434,3,3.64
4iva,-69.9683,-6.11902,0.00144477,91.3046,2.5,7.16
4iwz,-56.9504,-18.1884,-0.000966608,88.8301,4.5,7.29
4j22,-88.468,-11.7438,0.00010094,82.2116,5,7.74
4j44,-59.4096,-22.5382,-0.0570903,81.268,10.5,5.73
4j45,-58.3658,-22.0988,-0.0667701,93.2423,9,5.77
4j46,-65.1612,-26.1588,-0.0650844,85.0937,9.5,5.28
4j47,-67.6871,-22.6694,-0.0583327,95.7963,11,4.92
4j48,-63.9831,-18.34,-0.0643388,97.9796,15.5,5.62
4j74,-48.6125,-2.25929,-0.000350385,34.7542,2,4.59
4j7d,-70.9129,-0.0716712,-0.00031911,39.2139,6,4.7
4j7e,-61.0159,-0.0510344,0.000825484,47.3462,6,4.85
4j93,-59.9237,-10.0613,-0.00271603,66.3579,2,4.7
4jal,-96.1251,-27.1007,-0.00489251,192.733,8.5,4.6
4jc1,-38.1705,-24.4826,-0.00585208,88.311,8,4.3
4je7,-88.0867,-29.1878,-0.0188096,95.1853,12,6.4
4je8,-64.1167,-30.0871,-0.0652372,126.535,10,5.21
4jfk,-104.448,-10.0266,-0.00407567,70.0667,8,6.44
4jfm,-68.172,-3.48973,-0.00176399,62.5854,10,5.48
4jh0,-75.7549,-24.0073,-0.0753778,122.6,4.5,9.03
4jkw,-39.3415,-3.64551,-0.0243389,65.545,6,4.16
4jn2,-105.639,-17.1943,-0.00763279,143.642,9.5,11.68
4jne,-106.367,-49.7585,0.0582049,280.207,9,5.86
4jpx,-50.6641,-21.1201,-0.0329198,54.5615,3.5,5.15
4jpy,-51.2954,-18.6042,-0.0368001,55.3218,3.5,4.43
4jsa,-35.5487,-7.23089,-0.00144617,40.9136,1.5,4.96
4jss,-26.737,-4.08089,0.00286335,26.1059,0.5,3.3
4jv6,-64.4406,-0.146664,0.00282374,47.7968,2,6.66
4jv8,-68.0991,-0.189643,0.00330975,75.3278,1,5.85
4jwk,-49.5398,-15.0909,-0.00256268,93.5221,3.5,8.32
4jx9,-39.0866,-16.8942,-0.00176495,76.5804,3.5,8.62
4jyb,-89.5475,-45.1008,-0.112406,188.817,9.5,6.96
4jyc,-76.8764,-39.6766,-0.0807232,152.107,7.5,6.7
4jym,-39.7372,-0.000307334,3.84897e-05,38.0371,0,5.04
4jyt,-109.678,-25.685,-0.00726849,148.765,10,7.4
4jz1,-118.215,-32.9834,-0.00617312,170.042,10,6.7
4jzi,-103.622,-29.393,-0.0144327,170.492,9.5,7.4
4k0o,-54.0845,-20.2065,-0.00157638,105.848,9,3
4k0y,-71.9729,-5.18064,-0.0317096,119.257,3.5,7.82
4k3h,-98.1571,-0.0427454,-0.000526387,77.0949,5.5,6.85
4k3n,-57.2803,-22.1698,-0.0148165,129.903,3.5,7.96
4k4j,-78.2112,-8.66303,-0.0250315,31.2802,4,6.12
4k55,-38.1,-9.60353,-0.0151825,72.795,7.5,5.51
4k5p,-65.5287,-28.2273,0.0081826,150.403,4,3.46
4k6i,-88.0599,-8.7064,-0.0223916,39.3545,3,6.2
4k7i,-24.9321,-9.80397,-0.00220925,29.0943,1,2.82
4k7n,-29.0004,-14.4759,-0.0030473,34.713,1,3.48
4k7o,-37.8647,-12.2204,0.00245011,34,2,4.3
4k9y,-117.038,-17.6768,-0.00607918,153.594,5.5,6.95
4kao,-99.6293,-14.2851,-0.00680997,93.052,5,6.11
4kax,-108.086,-56.3435,-0.109979,235.167,9,4.77
4kb9,-122.28,-12.4433,0.00206083,104.61,13.5,11
4kcx,-56.4007,-3.48449,-0.000413978,70.4189,8,4.43
4keq,-47.533,-6.18254,-0.00701308,70.565,0.5,3.82
4kfq,-53.9755,-16.1628,-0.00152028,80.0055,0.5,8.23
4kif,-43.5974,-12.8359,-0.00537168,50.9416,3,4.84
4kiu,-93.9461,-24.608,0.0341965,147.464,6,3.85
4km0,-55.3147,-18.448,-0.0287705,82.0894,3,6.04
4km2,-61.4064,-18.419,-0.0289457,118.395,5.5,5.84
4kmz,-122.685,-38.6513,-0.0566623,228.33,9.5,8.57
4kn0,-114.416,-28.3786,-0.0371097,230.896,9.5,7.4
4kn1,-111.569,-26.0096,-0.0310809,233.278,10,6.84
4kni,-65.8268,-9.62707,-0.00285345,81.2596,5.5,7.78
4knj,-61.3334,-8.91066,-0.00405659,79.6872,5.5,7.95
4knm,-61.6915,-9.70441,-0.00315397,80.8191,5.5,8
4knn,-64.9842,-8.82065,0.00122925,89.9416,5.5,7.78
4ko8,-104.71,-43.2635,-0.0257644,240.228,9.5,7.15
4kow,-83.1208,-29.2138,-0.0344824,123.017,8,4.31
4kp5,-62.0997,-8.97263,-0.0022569,78.2192,5.5,6.08
4kp8,-46.4447,-11.051,0.00588161,84.8541,5.5,5.48
4kqp,-50.6992,-43.5086,-0.0703796,110.183,4.5,6.05
4ks1,-62.0965,-28.5336,-0.0825081,119.041,6.5,8.82
4ks4,-78.6622,-24.7988,-0.0354296,136.896,9.5,7.14
4ksy,-145.163,-15.951,-0.0429483,376.774,4,8.42
4kwf,-69.9137,-4.66052,-0.00194932,56.659,2,4.82
4kwg,-55.5372,-2.96121,0.00228361,54.1301,0,6
4kwo,-97.722,-37.1045,-0.0767791,185.024,7,6.45
4kx8,-90.613,-42.4543,-0.0945751,195.4,15,7.13
4kxb,-79.5023,-35.548,-0.0907471,141.725,9,4.12
4kxn,-94.2902,-28.3324,-0.0394057,196.768,7,6.1
4kyh,-41.9989,-9.6002,-0.0243636,79.419,5,5.92
4kyk,-55.8924,-8.46755,-0.0170749,47.1898,4,4.74
4kz3,-36.3957,-20.0996,-0.0116997,59.1702,2.5,2.77
4kz4,-51.6929,-15.6516,-0.0228295,71.5378,5,4.15
4kz7,-34.6708,-10.8323,-0.0193795,52.1854,1,2.49
4kzb,-38.29,-14.8752,-0.0197805,65.0789,4,2.89
4l19,-71.8674,-6.83689,-0.00288902,50.2842,3,6.1
4l2l,-86.3669,-8.9062,-0.00146421,57.3733,3.5,5.7
4l4v,-90.6295,-25.8525,-0.00250313,189.569,7.5,5.78
4l4z,-52.5257,-20.7166,-0.0345858,110.673,6.5,5.68
4l50,-66.4461,-21.0777,-0.0356281,108.877,8.5,6.06
4l51,-56.0103,-31.5861,-0.0411435,118.963,4.5,3
4l6t,-80.8143,-30.8957,0.000299813,191.151,26,7.49
4l9i,-63.633,-11.0365,-0.0206746,93.5792,4,4.89
4lar,-45.6145,-2.75439,-0.0213303,46.4209,2.5,4.68
4lbu,-107.436,-46.6863,-0.0709196,202.365,7,6.56
4lch,-94.3148,-25.382,-0.00516607,97.2112,10,10.62
4leq,-101.819,-44.6902,-0.0648537,202.89,6.5,6.54
4lhm,-53.5287,-10.9663,-0.00716692,104.495,5,3.39
4lhv,-88.2166,-43.872,-0.0757033,178.496,7.5,10
4lj5,-76.0067,-21.5009,-0.0281124,190.335,7,6.29
4lj8,-78.1456,-29.889,-0.0459316,198.743,7,5.82
4ljh,-50.031,-28.3275,0.000774118,80.4436,5,4.71
4lk7,-51.103,-27.2325,0.00183057,88.5382,5.5,5.04
4lkk,-58.1334,-30.5494,-0.0164236,138.649,12,5.92
4lko,-69.4133,-23.1553,-0.0708867,111.352,5.5,8.22
4lkq,-31.7814,-6.07069,-0.00155223,79.8253,1,3.35
4ll3,-113.37,-21.4705,-0.00704861,126.583,13,11.57
4llj,-32.102,-6.26322,-0.000385056,61.3858,1,3.42
4llk,-37.6989,-0.105379,0.00150312,45.994,0,3
4llp,-24.4162,-4.44619,-0.000894084,37.8894,1,4.8
4lm0,-28.0989,-0.129856,0.0120607,52.5033,1,3.25
4lm1,-37.1498,-0.148881,0.0128967,46.4525,1,3.23
4lm2,-38.3992,-6.23867,-0.000449301,47.8212,1.5,3.03
4lm3,-39.5926,-3.04771,-0.000669185,37.1249,1,2.92
4lm4,-34.9485,-3.98997,-0.000167058,53.3842,0.5,3.04
4loh,-144.594,-11.1646,-0.0245236,370.154,3,6.96
4loi,-144.183,-7.76089,-0.0353343,364.803,3.5,6.77
4loo,-71.0261,-7.64979,-0.0204804,113.672,1.5,8.15
4lov,-56.9346,-40.3417,-0.0207121,88.1646,9,7.77
4loy,-109.973,-17.6972,-0.00675659,133.279,8,8.09
4lps,-75.7076,-49.9971,-0.0589653,173.454,7.5,5.74
4lrr,-71.7888,-13.0538,0.00256288,85.5238,4,5.22
4luz,-76.9593,-11.2533,-0.0440828,92.1514,8,4.7
4lvt,-144.239,-10.1955,-0.0174025,129.121,17,10.36
4lw1,-33.7229,-9.21627,-0.0287845,41.4016,2,3.15
4lxd,-108.753,-5.01369,-0.0108507,116.552,10,7.23
4lxz,-56.0829,-15.942,0.00815775,64.9816,8.5,6.74
4ly1,-106.395,-11.289,-0.00111118,120.197,4.5,7.26
4ly9,-112.185,-10.2645,-0.00641794,140.255,7.5,8.15
4lyw,-55.1984,-8.16794,-0.00138621,53.644,8.5,6.63
4lzr,-53.5186,-7.14999,0.00018025,45.5732,5,4.7
4m0e,-69.8596,-5.20439,-0.00151319,49.2394,0,6.22
4m0f,-108.965,-2.34974,-0.00341938,107.461,5,8.77
4m0r,-82.8324,-13.6837,-0.0634891,141.418,7,5.21
4m12,-104.752,-30.7885,-0.00567059,115.651,5,6.05
4m13,-110.091,-32.6846,-0.00589179,114.718,6,6.7
4m14,-61.3015,-13.5733,-0.00553875,102.166,5,6.7
4m2r,-63.0118,-12.7262,-0.00769287,88.161,7.5,8.49
4m2u,-55.2866,-12.8819,-0.00689189,70.9847,3.5,8.04
4m2v,-58.2967,-16.3257,-0.00823537,86.8577,7.5,7.44
4m2w,-52.5011,-13.7685,-0.00864816,70.3228,3.5,7.28
4m3p,-23.6484,-16.0626,-0.0326211,73.0306,4,5.4
4m6u,-30.3819,-20.6092,0.0555733,94.1217,2.5,2.74
4m7j,-81.3893,-38.3506,-0.0503802,202.14,21,6.11
4m8e,-80.3544,-9.13526,-0.0208563,27.0739,4,7.89
4m8h,-79.1651,-8.78039,-0.0230218,27.3192,4,7.6
4m8x,-128.118,-21.3039,-0.00452964,142.063,20.5,10.2
4m8y,-126.518,-18.3935,-0.00276089,142.587,20.5,9.96
4mc1,-114.392,-11.76,-0.00328274,114.547,9.5,7.85
4mc2,-111.286,-11.7671,-0.00343369,113.302,9.5,8.19
4mc6,-108.723,-7.85359,-0.00293093,105.135,8.5,9.59
4mc9,-112.288,-11.9056,-0.00443237,114.073,9.5,9.44
4mdn,-89.5989,-2.74101,-0.00398456,78.201,8,6.22
4mhy,-67.303,-11.0762,-0.00263691,85.2438,8.5,6.47
4mhz,-64.8832,-4.9625,-0.00319565,82.8214,8.5,6.87
4mjo,-95.1717,-18.4629,-0.00482038,104.982,7,6.22
4mjp,-52.0925,-12.5956,-0.0266479,30.9881,3,3.88
4mmm,-30.8404,-13.3235,-0.00371928,34.5664,2,3.82
4mmp,-65.2115,-31.9467,-0.0411102,175.192,7.5,7.71
4mn3,-130.401,-37.4701,-0.0200907,123.039,21,5.75
4mnp,-61.9288,-29.8677,-0.0437056,172.782,7.5,7.34
4mo4,-63.9429,-19.8095,0.0207069,159.024,7.5,4.22
4mo8,-48.2686,-15.6576,-0.000217697,95.6499,5.5,8
4mpn,-61.3303,-1.17223,0.00565111,88.5776,4,6.62
4mr3,-49.1404,-5.23067,-0.000842016,57.2588,3.5,5.94
4mr6,-57.8169,-9.46942,-0.0018535,70.6208,6.5,6.6
4mre,-32.9266,-1.84745,-0.000491563,48.325,1,2.19
4mrg,-37.2924,-6.40128,-0.0223402,53.7319,0.5,2.96
4msa,-38.6656,-0.47221,0.00927885,63.5891,1,3.3
4mss,-49.9857,-29.2488,-0.0325557,119.643,2.5,6.4
4muv,-89.77,-43.5987,-0.0557388,178.044,1.5,5.76
4myd,-62.3639,-22.6385,-0.0353531,103.849,5.5,4.55
4n07,-58.7168,-3.34177,-0.001211,67.2899,1,6.46
4n3l,-112.699,-9.43954,-0.00699651,136.851,16,7
4n5d,-44.3925,-0.584215,-0.000623286,59.2708,0,3.22
4n6g,-36.6757,-0.0949438,-0.000395867,37.8844,0.5,5.47
4n6h,-78.7379,-8.46426,-0.0204853,87.6949,3,9.28
4n6z,-70.4918,-15.085,-0.0398287,145.774,4,7.8
4n7m,-56.8966,-0.0253475,5.50681e-05,44.7798,1,5.47
4n7u,-20.3898,-25.2703,-0.0962604,70.209,7.5,6.29
4n8q,-39.5631,-7.5301,-0.018426,60.3337,1.5,3.42
4n9a,-37.6546,-0.0720277,-0.000246484,34.0784,1,4.19
4n9c,-45.2914,-1.44106,0.0015658,81.1257,1,3.9
4na9,-104.155,-31.2433,-0.0153088,155.456,6,7.39
4nbk,-69.5867,-5.06706,-0.00220113,66.6528,3.5,3.87
4nbl,-84.5725,-4.91275,-0.0030677,104.136,4.5,6.33
4nbn,-101.986,-10.7063,-0.00308094,121.927,7,4.36
4ncn,-124.924,-59.3342,-0.0813226,261.049,9.5,5.67
4ndu,-43.8831,-12.9539,-0.00359772,70.2879,4,2.74
4ngm,-117.431,-46.7963,-0.0374984,226.547,14,10.35
4ngn,-81.6647,-48.1372,-0.0388283,203.718,13,7.55
4ngp,-122.119,-47.1908,-0.0493222,271.303,22.5,7.96
4nh7,-88.644,-7.78272,-0.00307112,111.608,5.5,8.4
4nh8,-87.5488,-3.10612,-0.000493558,98.6395,4,8.52
4nj9,-64.6517,-20.1715,-0.08853,91.8884,4,6.97
4nja,-69.6098,-19.0047,-0.0823452,96.1931,4,6.22
4nkt,-66.7792,-27.3919,-0.0658812,196.724,9.5,5.97
4nku,-66.7965,-27.3738,-0.018176,217.377,10.5,4.67
4nl1,-29.6884,-0.0533294,-0.0244794,48.8317,3,3.89
4nnr,-85.8407,-15.1302,-0.00593468,94.9801,11.5,7.26
4non,-66.3197,-34.596,-0.0571629,145.438,7.5,5.24
4np2,-44.1663,-7.93575,-0.0234203,61.5464,2,2.26
4np3,-49.3458,-10.3068,-0.0250672,79.6278,2.5,3.3
4np9,-43.547,-24.2409,-0.103461,126.102,7.5,5.03
4nra,-34.9345,-4.69177,-0.00155208,26.365,0,4.19
4nuc,-58.2423,-6.36057,-0.00224225,58.1607,5.5,6.04
4nue,-60.205,-6.45556,-0.000900626,58.5778,6,6.82
4nvp,-88.5588,-32.454,-0.0385855,155.571,2,7.57
4nwc,-70.0086,-37.9336,-0.0637799,130.975,8.5,5.76
4nxu,-60.8219,-29.7733,-0.0657881,194.532,7,5.54
4nxv,-63.2898,-35.4575,-0.0609752,204.869,7.5,5.42
4nyf,-65.3638,-12.2123,-0.0144694,64.4646,5,7.31
4nze,-100.248,-4.50694,-0.00237103,124.479,22,6.8
4o04,-76.7601,-7.52049,-0.0101051,80.9569,2,6.16
4o05,-94.0586,-8.50561,-0.00996264,95.3718,3,7.43
4o07,-96.5218,-8.33579,-0.0119215,81.4785,3,7.38
4o09,-87.9663,-7.02223,-0.0028266,61.4846,3,7.7
4o0a,-87.7817,-20.399,-0.0445289,106.657,9.5,6.72
4o0b,-91.6704,-7.19069,-0.00289227,61.1215,2,8.3
4o0x,-90.5993,-14.2868,-0.00926746,126.421,4,7.17
4o0y,-85.1477,-16.4084,-0.0100415,150.76,6,7.22
4o2b,-91.614,-3.31672,-0.00357504,95.0222,5,5.74
4o2c,-157.118,-55.3624,-0.0412211,280.775,30.5,8
4o2p,-94.3879,-5.1783,0.00144383,120.677,9,6.7
4o3c,-45.7452,-38.3609,-0.0686215,113.446,3.5,2.59
4o3f,-78.8395,-0.407754,-0.00190306,102.775,4.5,5.56
4o61,-38.275,-15.6106,-0.027541,116.401,5.5,4.3
4o6w,-121.272,-34.036,-0.0548414,152.038,26.5,8.52
4o97,-92.5921,-25.0315,-0.0184844,142.338,12,8.52
4o9v,-107.718,-27.2886,-0.0195994,156.461,9.5,8
4o9w,-74.9937,-36.3659,-0.0487127,135.927,19,7.16
4oag,-70.0323,-23.761,-0.0749891,206.513,7,6.3
4oak,-50.1535,-29.0334,-0.0592197,107.694,3.5,4.22
4oc0,-114.281,-33.2022,-0.0257577,204.218,10,6.5
4oc1,-123.061,-41.4668,-0.0312334,220.504,12,6.6
4oc2,-121.536,-37.3054,-0.0262311,203.345,11,8.28
4oc3,-133.289,-36.0349,-0.0227836,224.518,12,8.28
4oc5,-136.028,-37.5372,-0.0301963,232.25,11.5,7.07
4ocq,-54.0231,-29.2913,-0.0175135,122.329,4,4.61
4oct,-33.1186,-21.6826,-0.0217193,77.3131,4,5.05
4oeu,-46.6298,-16.1053,-0.0204751,111.047,3.5,7.66
4og3,-71.7808,-3.96621,-0.0203611,61.8327,8.5,6.55
4og4,-73.0761,-3.81793,-0.0224192,60.6389,8.5,6.02
4oiv,-97.6631,-0.0148717,-6.20231e-05,82.0646,6.5,5.08
4oks,-74.8517,-12.4394,-0.000767085,114.597,8,4.48
4oma,-92.0545,-28.4467,-0.0311046,172.208,7,4.17
4omc,-140.129,-72.3731,-0.131116,288.325,23,10.78
4omj,-106.316,-9.84688e-05,-0.000351784,-23.9309,20,5.26
4omk,-103.563,0,1.59469e-05,-41.7911,21,4.4
4or4,-67.5677,-23.0475,-0.067542,166.441,7.5,4.57
4or6,-67.9595,-22.1025,-0.0661589,168.332,7.5,5.31
4ou3,-87.637,-40.5402,-0.0799378,214.788,9.5,4.41
4ouj,-40.6128,-30.4292,-0.0074544,80.956,8,2.86
4ovf,-46.0175,-8.93187,-0.016693,40.9253,1,4.13
4ovg,-48.4327,-14.9823,-0.0172459,51.4084,3,3.69
4ovh,-56.732,-17.4523,-0.0176815,64.6891,5,4.85
4owv,-33.8712,-4.32696,-0.0183056,46.4927,1,4.35
4ozj,-90.948,-26.8095,-0.0512325,205.948,7,5.4
4p3h,-44.0436,-0.000453518,4.45669e-06,14.2528,7,6
4p58,-58.5847,-6.55831,0.00258859,67.7021,1,4.6
4p5d,-108.449,-31.1618,-0.0377621,203.228,6,5.82
4p5z,-116.007,-21.5497,-0.00736025,171.434,5,7.41
4p6c,-55.1547,-34.7677,-0.0187781,140.691,6.5,4
4p6w,-107.58,-8.35287,-0.00407858,73.3547,6,9.15
4p6x,-87.1429,-14.4616,-0.00140512,49.9186,3.5,7.04
4pb2,-52.5991,-23.002,-0.0122854,117.436,3.5,4.8
4pee,-62.0455,-23.6476,-0.0482569,117.708,3,8.32
4pf5,-45.4198,-27.6709,-0.00994329,84.338,5.5,5.48
4pft,-101.237,-46.7938,-0.0108345,198.078,8,8.64
4pfu,-81.3802,-29.7937,-0.0088546,182.282,8,6.17
4pg9,-154.673,-44.7708,-0.0517411,256.181,24,7.8
4pge,-180.746,-50.1937,-0.0615608,283.585,24,7.77
4phu,-95.2406,-7.334,-0.0337851,84.2133,11,7.92
4pin,-49.8972,-19.6958,-0.0270863,108.494,4,5.4
4pmm,-117.871,-11.0467,0.000256542,147.532,8,7.57
4pnu,-65.5483,-16.6827,-0.0148672,70.5946,7,4.89
4poh,-78.9035,-9.46134,-0.0233893,30.2387,4,8
4poj,-80.7438,-8.57596,-0.0252784,30.908,4,8.1
4pop,-79.3657,-8.98447,-0.00345743,97.7792,4,8.13
4pow,-90.0191,-46.0111,-0.0650037,190.3,7.5,6.3
4pox,-92.3936,-46.1427,-0.0710986,207.894,11,5.43
4pp0,-90.0673,-41.5358,-0.060886,192.133,7.5,4.4
4pp3,-81.3313,-8.92444,-0.0268766,32.0051,4,7.82
4pp5,-80.1186,-9.15157,-0.0274289,31.1698,6,7.74
4psb,-63.1975,-6.30821,0.00256399,60.5169,2,4.64
4pum,-68.7945,-30.1936,-0.0407645,138.43,1.5,6.73
4pv5,-45.7641,-12.6132,-0.0312732,29.4793,1.5,6.54
4pyx,-81.0885,-15.7424,-0.00265642,103.401,7,6.14
4pyy,-69.718,-7.98217,-0.00250668,96.887,7,7.23
4pzv,-120.871,-42.6451,-0.00710983,270.433,11.5,5.7
4q08,-77.8666,-11.4395,-0.00272087,92.5959,7,6.3
4q09,-72.3148,-14.5901,-0.00636395,113.749,7,8.17
4q0k,-65.3294,-12.146,0.000431819,59.5346,2,4.87
4q19,-82.2557,-15.6099,-0.00520893,135.374,8,8.05
4q1w,-113.733,-26.2973,-0.00589928,125.819,13,11.7
4q1x,-113.473,-21.1475,-0.00472629,124.2,13,11.15
4q1y,-111.793,-21.2271,-0.0048185,127.104,13,10.35
4q3t,-53.4924,-42.9771,-0.116971,146.46,6,6.48
4q3u,-47.7835,-35.3124,-0.101975,141.63,5,6.44
4q46,-68.1895,-15.2274,-0.0477802,169.298,7,3.77
4q4o,-80.6762,-35.233,-0.0703056,158.216,4.5,7.46
4q4p,-70.7368,-20.5953,-0.0220618,121.756,4,6.39
4q4q,-65.9403,-19.8576,-0.019735,112.339,3,5.79
4q4r,-69.1952,-22.0755,-0.0262654,132.26,4,6.43
4q4s,-68.7924,-35.6029,-0.0631755,139.697,1.5,6.95
4q6d,-51.9751,-8.7603,-0.0018293,69.2019,3.5,7.36
4q6e,-57.1246,-8.15637,-0.00192575,75.6984,5.5,6.18
4q7p,-33.8232,-3.06806,0.00106077,34.2109,0.5,4.32
4q7s,-32.6834,-3.23303,0.00110915,35.9616,0.5,4.42
4q7v,-32.5136,-2.76646,0.000880451,35.1891,0.5,3.59
4q7w,-33.2715,-7.01261,-0.00051058,31.938,0.5,2.64
4q81,-36.1313,-3.22616,0.00244839,35.7539,0.5,3.02
4q83,-37.5369,-3.86274,4.04044e-05,57.4108,1.5,4.19
4q87,-36.0901,-3.90533,0.000127926,53.2367,1.5,4.85
4q8x,-32.7379,-8.81984,-0.000396412,48.6094,1.5,3.57
4q8y,-43.955,-3.59316,0.00101602,51.2956,1,2.64
4q90,-28.1646,-2.27058,0.000574787,37.4477,0.5,2.15
4q93,-55.6221,-9.95509,-0.00758785,68.7295,3.5,4.65
4q99,-35.2527,-5.69953,-0.000190267,39.246,1,6.28
4q9o,-91.209,-0.241431,-0.000515511,54.7819,4,5.77
4q9y,-31.1254,-5.99632,2.30947e-05,20.9336,0.5,5.68
4qb3,-54.0012,-11.4415,-0.00467947,45.9759,5,5.47
4qdk,-107.708,-35.192,-0.0293509,218.68,8.5,5.85
4qem,-40.3325,-8.05089,-0.00379508,49.7028,2.5,7.8
4qer,-54.7785,-7.86671,0.00106553,52.2198,3.5,7.54
4qev,-65.7548,-0.26514,0.000377172,71.9372,4,7.66
4qew,-70.106,-0.428906,0.000348582,71.3645,5,7.07
4qf7,-64.133,-3.8922,0.000300826,32.4432,2.5,8.6
4qf8,-42.3498,-12.6843,-0.0172523,86.4414,8,7.51
4qf9,-61.3521,-26.6275,-0.0245215,116.339,4.5,4.43
4qfl,-67.0248,-33.6408,-0.0626081,112.441,5.5,5.11
4qfn,-55.0142,-39.9637,-0.086277,133.95,6.5,4.12
4qfo,-69.4424,-32.8351,-0.0638091,108.319,8.5,4.27
4qfp,-60.7498,-36.0195,-0.0721175,116.668,6,4.23
4qgd,-48.5695,-4.36052,0.00358214,48.6284,5.5,7.43
4qge,-75.8137,-20.5782,-0.0217885,123.428,5.5,9.3
4qgi,-131.375,-26.9076,-0.0218658,141.836,13.5,3.9
4qhc,-49.0812,-20.008,-0.0199961,118.284,3.5,6.7
4qij,-167.082,-41.7402,-0.055634,308.357,23,5.54
4qiy,-87.1046,0.581007,-0.00644145,122.237,10.5,7.3
4qiz,-80.2612,-14.7894,-0.00358043,140.003,10.5,8.15
4qj0,-89.9471,-9.01445,-0.00236136,149.054,10.5,7.32
4qjm,-92.9442,-8.70251,-0.00307821,116.807,8.5,8.17
4qjo,-75.6655,-13.7814,-0.00550758,124.474,8.5,7.4
4qjp,-83.2696,-12.6131,-0.00287853,118.126,8.5,8.6
4qjw,-74.3426,-15.6416,-0.00500874,128.358,8,7.8
4qjx,-69.6783,-13.7477,-0.00318258,118.278,8,7.28
4ql1,-91.2523,-8.96477,-0.0236414,152.475,7,7.03
4qlk,-129.664,-56.0597,-0.0282184,319.764,17,3.24
4qll,-128.242,-55.567,-0.0279673,316.086,17,3.38
4qnb,-100.079,-14.7257,-0.00595507,97.5895,7,6.59
4qp2,-35.1626,-9.66386,8.74396e-05,55.4864,0.5,3.03
4qpd,-87.4225,-41.6532,-0.0558057,170.301,9.5,7.82
4qpl,-100.92,-36.3149,-0.137684,246.184,10.5,7.41
4qrh,-121.418,-63.5139,-0.125665,287.599,13,5.15
4qsu,-22.8941,-9.81785,-0.00141676,37.5436,0,2
4qsv,-34.314,-10.1441,-0.00380184,63.1243,3,2
